#  extra_sigma   eta1   eta2   eta3   eta4   ndim   maxNp   Np   P0   K0   phi0   ecc0   w0   staleness   vsys
# 
3.950163199999999764e-01 4.754004600000000247e-01 1.478518440000000034e+01 1.140335306000000060e+01 1.261273649999999913e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.283071230999999912e+01 1.676259409999999894e+00 2.722344060000000177e+00 3.318250300000000208e-01 3.233596239999999788e+00 0.000000000000000000e+00 -3.064244173000000160e+01
4.737294000000000227e-01 1.693898099999999962e+00 2.568448459999999933e+00 2.547421166000000170e+01 2.273978710000000181e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.128401872999999966e+01
5.274756900000000526e-01 4.082087400000000144e-01 4.194950192000000300e+01 3.426937427000000014e+01 2.472670019999999802e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.302297921999999986e+01 9.405460199999999826e-01 2.497248690000000160e+00 2.723770899999999884e-01 3.519959790000000144e+00 0.000000000000000000e+00 -3.103723545000000072e+01
7.435413999999999912e-02 9.287934399999999702e-01 2.699621039999999805e+00 1.952539992999999896e+01 4.601943200000000012e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.056303950999999941e+01
3.864707399999999793e-01 5.776084099999999610e-01 2.235077790000000064e+00 3.211349089000000134e+01 3.820214659999999984e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.074474744999999842e+01
3.204664999999999875e-01 1.002193899999999971e+00 3.246014172000000286e+01 1.318542292000000060e+01 3.021081450000000057e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.093146033000000017e+01
2.573297800000000080e-01 3.192062600000000194e-01 1.192848429999999960e+00 1.664637846999999837e+01 3.898518370000000122e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.343595877999999999e+01 1.647912129999999920e+00 3.009407219999999938e+00 5.122424700000000053e-01 3.077759930000000033e+00 0.000000000000000000e+00 -3.077291814999999886e+01
2.718136299999999728e-01 4.025988899999999870e-01 9.714948650000000185e+00 1.720575518000000059e+01 4.419297200000000259e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.278257656000000075e+01 1.532659200000000110e+00 2.999774180000000179e+00 3.493467399999999889e-01 3.170022729999999900e+00 0.000000000000000000e+00 -3.090764635000000027e+01
2.025965000000000127e-01 1.131605400000000039e-01 8.065625389999999229e+00 1.322230738000000017e+01 3.886608429999999892e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.242704653999999920e+01 8.586595599999999884e-01 3.197937039999999786e+00 2.168672899999999903e-01 2.717411460000000112e+00 0.000000000000000000e+00 -3.100097131000000061e+01
4.682720799999999794e-01 2.348113929999999794e+00 4.031254412999999914e+01 1.277875389000000084e+01 1.862296299999999905e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.093266453000000027e+01
2.270640499999999895e-01 8.934431200000000350e-01 1.330580819999999997e+00 1.687189426000000125e+01 3.516967010000000116e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.067436238000000159e+01
8.102355100000000476e-01 1.359865100000000049e-01 2.439692064000000116e+01 3.754887063000000325e+01 4.713992260000000378e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.782102229999999565e+00 4.958208199999999954e-01 3.176777749999999845e+00 9.997299299999999889e-01 3.796226739999999822e+00 0.000000000000000000e+00 -3.112437231999999909e+01
1.360852700000000082e-01 1.025242599999999893e+00 1.765822180000000019e+00 3.896763123000000206e+01 3.308087110000000219e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.606207277000000033e+01 6.528965899999999989e-01 5.521002260000000383e+00 7.982182399999999678e-01 1.926525189999999998e+00 0.000000000000000000e+00 -3.133171885999999873e+01
1.947708000000000078e-02 7.843344700000000058e-01 1.859194400000000025e+00 1.769271730999999903e+01 4.884063049999999961e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.106453723999999994e+01
4.463129399999999913e-01 6.225553200000000231e-01 2.980757137999999884e+01 1.299504701000000040e+01 1.989039390000000074e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.043612896999999862e+01
7.222691399999999762e-01 3.377410000000000134e-01 1.025083028999999968e+01 1.078625854999999945e+01 2.662468560000000206e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.337629319000000017e+01 9.703351900000000141e-01 2.755848160000000213e+00 2.001784000000000063e-01 3.383236090000000029e+00 1.000000000000000000e+00 -3.103622889000000029e+01
5.179278499999999674e-01 1.074649500000000035e-01 3.197008368999999917e+01 3.350143783000000042e+01 2.271097339999999853e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.283255935000000036e+01 1.157063359999999985e+00 3.066421179999999858e+00 3.481055200000000016e-01 3.096643770000000018e+00 0.000000000000000000e+00 -3.115667301999999950e+01
1.573905499999999902e-01 9.111749900000000180e-01 1.323787330000000040e+00 3.146487206999999842e+01 3.660378699999999874e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.739327380000000201e+00 2.976967660000000127e+00 1.012999830000000046e+00 9.815422599999999997e-01 1.253803449999999930e+00 0.000000000000000000e+00 -3.073610645999999846e+01
3.204664999999999875e-01 1.002193899999999971e+00 3.246014172000000286e+01 1.318542292000000060e+01 3.021081450000000057e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.093146033000000017e+01
1.104928200000000055e-01 1.425456239999999930e+00 5.426187670000000018e+00 1.422012141000000085e+01 1.725998640000000028e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.183549405000000121e+01 2.103181399999999868e-01 4.690814979999999856e+00 6.839020900000000180e-01 1.932344309999999954e+00 0.000000000000000000e+00 -3.137761637999999920e+01
3.873349999999999849e-01 6.251542300000000330e-01 2.105453310000000133e+00 2.238889560000000145e+01 1.602505550000000056e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.075746622000000130e+01
2.333352900000000008e-01 7.603547600000000184e-01 3.794381439999999994e+00 3.021753821000000073e+01 3.655011650000000056e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.271032551999999960e+01 1.170247880000000018e+00 2.878519339999999982e+00 2.694909600000000016e-01 2.979638720000000074e+00 0.000000000000000000e+00 -3.066134498999999991e+01
6.531429199999999602e-01 3.367285600000000101e-01 2.222586970000000051e+00 2.047386811999999878e+01 4.486938929999999992e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.304828350999999920e+01 1.026267379999999951e+00 3.192559240000000020e+00 3.342918200000000173e-01 2.840497679999999914e+00 2.000000000000000000e+00 -3.073865045000000151e+01
5.921538499999999816e-01 1.889915879999999992e+00 3.077562173000000101e+01 1.126576979999999928e+01 2.533487889999999965e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.923150830000000866e+00 3.107438779999999845e+00 2.585233419999999782e+00 9.848838500000000051e-01 4.445174470000000433e+00 1.000000000000000000e+00 -3.131383780000000172e+01
3.972733600000000198e-01 8.608459499999999709e-01 1.739817869999999989e+00 1.855463414000000100e+01 1.261091329999999955e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.104545991999999899e+01
6.227344400000000002e-01 6.109996899999999842e-01 2.532814360000000065e+01 2.291410181999999907e+01 3.345746950000000108e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.281000764999999930e+01 8.833587099999999914e-01 2.179357399999999778e+00 3.213977000000000084e-01 4.023465769999999608e+00 0.000000000000000000e+00 -3.060629688999999942e+01
4.941885000000000028e-02 3.613011199999999756e-01 1.284763450000000029e+00 3.251023968999999880e+01 3.917758469999999882e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.307014696999999970e+01 7.453826799999999642e-01 2.081095749999999800e+00 8.148165999999999742e-02 3.482884630000000037e+00 0.000000000000000000e+00 -3.075131371000000158e+01
3.950163199999999764e-01 4.754004600000000247e-01 1.478518440000000034e+01 1.140335306000000060e+01 1.261273649999999913e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.283071230999999912e+01 1.676259409999999894e+00 2.722344060000000177e+00 3.318250300000000208e-01 3.233596239999999788e+00 0.000000000000000000e+00 -3.064244173000000160e+01
4.821186299999999925e-01 9.205168599999999923e-01 1.421540378000000082e+01 1.365848824999999955e+01 9.671457900000000052e-01 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.056803761999999836e+01
6.415137800000000334e-01 1.182788139999999988e+00 2.375226049999999844e+01 1.263785221999999919e+01 2.458121329999999993e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.803160739999999862e+01 3.295998600000000223e-01 3.196136570000000177e+00 8.164228900000000122e-01 4.280757880000000348e+00 0.000000000000000000e+00 -2.925833889999999826e+01
3.838756999999999864e-01 1.523634700000000008e-01 1.606103950000000058e+00 2.100753538000000020e+01 7.417544600000000043e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.336803317999999940e+01 1.174006529999999993e+00 3.150648830000000178e+00 5.193003600000000164e-01 3.032655029999999918e+00 1.000000000000000000e+00 -3.098162479000000147e+01
2.621199699999999799e-01 1.127602109999999991e+00 2.813287043000000054e+01 1.376611766999999986e+01 1.031837179999999909e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.112267045999999837e+01
9.593425999999999343e-02 3.983219100000000013e-01 1.404036400000000073e+00 1.087481505999999953e+01 1.875490209999999935e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.314258434000000086e+01 8.488104100000000152e-01 2.735174150000000193e+00 4.742897099999999755e-01 2.798690709999999804e+00 0.000000000000000000e+00 -3.091231309999999866e+01
2.645531099999999802e-01 1.870228119999999938e+00 4.616169489999999875e+00 3.773942976000000016e+01 1.611384420000000040e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.007629761000000101e+01
4.076406900000000277e-01 7.216074000000000099e-01 3.196504141999999860e+01 1.256397746999999931e+01 6.332382300000000130e-01 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.077841984999999880e+01
4.840697600000000156e-01 2.248890699999999965e-01 1.234405119999999911e+00 2.345745720000000034e+01 5.503616500000000356e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.216533936999999987e+01 1.299049059999999978e+00 3.012127889999999919e+00 7.557034200000000146e-01 3.102104750000000077e+00 1.000000000000000000e+00 -3.055368305000000007e+01
3.406532700000000080e-01 1.944060300000000074e-01 4.066851609999999617e+00 3.589470349999999854e+01 2.426541960000000220e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.252972952999999912e+01 1.557574580000000042e+00 2.827957080000000012e+00 4.190847699999999953e-01 2.975188600000000072e+00 0.000000000000000000e+00 -3.099252116999999984e+01
1.104928200000000055e-01 1.425456239999999930e+00 5.426187670000000018e+00 1.422012141000000085e+01 1.725998640000000028e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.183549405000000121e+01 2.103181399999999868e-01 4.690814979999999856e+00 6.839020900000000180e-01 1.932344309999999954e+00 0.000000000000000000e+00 -3.137761637999999920e+01
3.014431100000000141e-01 9.771824500000000358e-01 7.102321039999999641e+00 3.904500299000000041e+01 5.877557100000000423e-01 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.126241772999999924e+01
6.195185000000000275e-02 1.202766140000000039e+00 2.880471720000000069e+00 1.981562703999999897e+01 3.137574569999999952e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.065023346999999987e+01
4.363832999999999740e-01 1.249505199999999955e-01 4.388841345000000160e+01 1.060004565999999926e+01 9.543781799999999649e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.247099814999999978e+01 1.475924030000000053e+00 3.063074240000000170e+00 4.056614000000000053e-01 2.783559879999999875e+00 4.000000000000000000e+00 -3.089965022000000161e+01
3.093349499999999974e-01 4.725421899999999731e-01 2.566776700000000133e+00 1.827241293000000155e+01 7.448300700000000107e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.324713412999999917e+01 5.034126199999999773e-01 2.768421689999999824e+00 4.799032000000000298e-02 3.283688610000000008e+00 0.000000000000000000e+00 -3.081164542999999867e+01
3.445997800000000222e-01 1.576096899999999967e-01 4.558800839999999965e+00 1.669571205000000091e+01 1.857973979999999914e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.274571013999999991e+01 9.104657200000000339e-01 3.182937589999999872e+00 4.501037900000000036e-01 2.629187369999999913e+00 0.000000000000000000e+00 -3.086897214000000034e+01
3.930484499999999937e-01 6.109837399999999974e-01 2.063995982999999868e+01 2.593183718999999954e+01 3.168119899999999878e-01 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.057150761999999844e+01
6.415137800000000334e-01 1.182788139999999988e+00 2.375226049999999844e+01 1.263785221999999919e+01 2.458121329999999993e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.803160739999999862e+01 3.295998600000000223e-01 3.196136570000000177e+00 8.164228900000000122e-01 4.280757880000000348e+00 0.000000000000000000e+00 -2.925833889999999826e+01
2.928192900000000098e-01 7.752436700000000513e-01 1.809196540000000075e+00 1.330458115999999968e+01 2.362106960000000200e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.239261003000000017e+01 1.615778490000000067e+00 2.650022449999999807e+00 4.942789200000000105e-01 3.121331239999999951e+00 0.000000000000000000e+00 -3.132653262999999910e+01
5.010700700000000340e-01 2.621611300000000200e-01 4.690096152999999646e+01 1.655280888000000061e+01 3.968695400000000206e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.278852219999999917e+01 1.536598920000000090e+00 2.804634440000000062e+00 6.413041299999999723e-01 3.568034330000000143e+00 0.000000000000000000e+00 -3.069562082999999930e+01
1.196523599999999993e-01 8.657724999999999449e-01 3.185932470000000016e+00 1.648476729000000063e+01 4.903500760000000014e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.305821556000000072e+01 1.602301100000000034e+00 2.390915909999999922e+00 2.711956500000000103e-01 3.769337740000000103e+00 0.000000000000000000e+00 -3.099264132000000060e+01
3.297252299999999803e-01 1.715039140000000017e+00 2.224722195000000013e+01 1.388829012999999968e+01 1.210906210000000094e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.093190833999999967e+01
3.014431100000000141e-01 9.771824500000000358e-01 7.102321039999999641e+00 3.904500299000000041e+01 5.877557100000000423e-01 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.126241772999999924e+01
3.436890400000000012e-01 1.716216200000000025e-01 4.604679318000000166e+01 1.134965509000000061e+01 2.236351350000000071e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.252972952999999912e+01 1.557574580000000042e+00 2.827957080000000012e+00 4.190847699999999953e-01 2.975188600000000072e+00 4.000000000000000000e+00 -3.078203650000000025e+01
5.620942999999999773e-02 8.033768599999999704e-01 2.056056690000000131e+00 1.766820200000000085e+01 3.204193389999999919e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.601406599999999791e+00 3.465553000000000106e-01 5.625948649999999773e+00 3.823560100000000239e-01 1.928807610000000006e+00 0.000000000000000000e+00 -3.099786840000000154e+01
4.737294000000000227e-01 1.693898099999999962e+00 2.568448459999999933e+00 2.547421166000000170e+01 2.273978710000000181e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.128401872999999966e+01
2.765733200000000114e-01 4.047704899999999828e-01 9.886954279999999429e+00 1.212999003000000009e+01 6.182489599999999585e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.304466898999999991e+01 1.393295069999999969e+00 3.176484729999999868e+00 4.019782599999999761e-01 2.843143330000000191e+00 0.000000000000000000e+00 -3.079705149999999847e+01
3.038242000000000026e-02 8.608413299999999602e-01 3.171497239999999884e+00 3.465226385999999792e+01 2.834903100000000231e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.286160976000000034e+01 1.188366280000000108e+00 2.564860429999999969e+00 3.767946099999999743e-01 3.443442580000000142e+00 0.000000000000000000e+00 -3.091564840999999930e+01
6.361880999999999786e-02 2.589416099999999887e-01 1.648925940000000034e+00 2.841377254000000008e+01 4.358120959999999933e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.267489156000000072e+01 1.385795120000000047e+00 3.105109450000000049e+00 4.515566500000000039e-01 2.766802699999999948e+00 0.000000000000000000e+00 -3.081293343999999834e+01
2.265980999999999967e-01 3.502511600000000058e-01 5.441684569999999610e+00 2.885030795999999853e+01 3.928119109999999914e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.264293568999999984e+01 1.385807440000000001e+00 3.105109450000000049e+00 4.516046100000000174e-01 2.769961129999999994e+00 0.000000000000000000e+00 -3.079580445999999938e+01
3.468709300000000217e-01 5.467480999999999591e-01 1.385365430000000009e+00 3.252166660000000320e+01 2.779467500000000202e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.341058853000000006e+01 9.541027499999999995e-01 2.675651729999999784e+00 2.415474800000000088e-01 3.331974509999999778e+00 0.000000000000000000e+00 -3.086697402000000068e+01
2.260194700000000001e-01 5.616612899999999797e-01 2.179920535000000115e+01 1.178385798000000051e+01 8.903861699999999768e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.278228838000000067e+01 9.878882900000000022e-01 2.750123610000000163e+00 5.237524199999999963e-01 3.364185969999999859e+00 3.000000000000000000e+00 -3.082442261999999999e+01
2.416614199999999879e-01 7.700375499999999596e-01 1.887341369999999907e+00 2.472431281000000070e+01 9.874588800000000388e-01 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.132344589999999940e+01
5.370335400000000314e-01 2.906918700000000189e-01 1.002276104000000068e+01 3.095805285999999867e+01 1.439447359999999954e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.341062862000000067e+01 1.218222490000000047e+00 2.694166539999999888e+00 5.912125999999999770e-01 3.159845670000000162e+00 0.000000000000000000e+00 -3.095471798000000163e+01
4.523306000000000271e-01 2.281464099999999939e-01 3.972950448999999651e+01 3.061113363000000120e+01 3.127599369999999990e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.278241472000000023e+01 9.859719500000000414e-01 2.706407410000000180e+00 4.343993600000000121e-01 3.072780149999999821e+00 0.000000000000000000e+00 -3.094371337000000111e+01
2.265980999999999967e-01 3.502511600000000058e-01 5.441684569999999610e+00 2.885030795999999853e+01 3.928119109999999914e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.264293568999999984e+01 1.385807440000000001e+00 3.105109450000000049e+00 4.516046100000000174e-01 2.769961129999999994e+00 0.000000000000000000e+00 -3.079580445999999938e+01
2.557559600000000044e-01 1.318468989999999952e+00 4.800434229999999580e+00 1.403510374999999932e+01 1.642962990000000012e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.003440734000000134e+01
1.000307799999999997e-01 1.207989449999999909e+00 2.379692853999999969e+01 3.841630758000000156e+01 2.489488199999999873e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.621181050000000123e+00 3.585121299999999844e-01 4.335169740000000438e+00 1.599957599999999869e-01 1.997571999999999903e+00 1.000000000000000000e+00 -3.105062265999999838e+01
3.370686700000000147e-01 5.045828500000000272e-01 1.515780497000000082e+01 2.333045321999999899e+01 1.518848669999999901e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.314622342000000010e+01 8.735049900000000367e-01 3.337653679999999845e+00 3.045692400000000188e-01 2.767241620000000069e+00 0.000000000000000000e+00 -3.093414839000000072e+01
4.779257100000000036e-01 9.706208600000000297e-01 4.615173294000000226e+01 1.245699712000000048e+01 1.050387439999999950e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.034051291999999833e+01
3.491969100000000270e-01 8.205636899999999567e-01 4.205502769999999835e+00 3.595192365999999851e+01 5.132306100000000315e-01 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.376629948000000070e+01 5.332679700000000356e-01 2.763770360000000093e+00 8.654927700000000224e-01 4.051752070000000039e+00 0.000000000000000000e+00 -3.113779777999999965e+01
2.445618499999999973e-01 6.704955700000000407e-01 1.570308739999999981e+00 1.881547568999999953e+01 3.033623889999999879e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.083112960000000058e+01
4.961299200000000020e-01 1.074649500000000035e-01 5.585199030000000064e+00 1.422869269999999986e+01 2.656745729999999917e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.264385973000000085e+01 1.157063359999999985e+00 2.975651490000000177e+00 3.481730499999999839e-01 3.133972500000000050e+00 0.000000000000000000e+00 -3.084734654000000020e+01
6.227344400000000002e-01 6.109996899999999842e-01 2.532814360000000065e+01 2.291410181999999907e+01 3.345746950000000108e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.281000764999999930e+01 8.833587099999999914e-01 2.179357399999999778e+00 3.213977000000000084e-01 4.023465769999999608e+00 0.000000000000000000e+00 -3.060629688999999942e+01
9.903135999999999883e-02 1.182281949999999915e+00 8.249507449999999409e+00 2.541798973999999944e+01 8.373094300000000212e-01 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.104462280999999990e+01
1.911908200000000113e-01 1.714748429999999990e+00 2.233012465999999918e+01 1.382713344999999983e+01 2.224603360000000141e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.114915244000000172e+01
7.991825799999999758e-01 7.920229800000000431e-01 1.780114809999999936e+00 2.903864211000000140e+01 3.187196960000000079e+00 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.142639007000000007e+01
9.903135999999999883e-02 1.182281949999999915e+00 8.249507449999999409e+00 2.541798973999999944e+01 8.373094300000000212e-01 5.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.104462280999999990e+01
5.209941999999999629e-01 2.349248399999999959e-01 1.489414409999999966e+00 3.575340472999999974e+01 2.521025799999999872e+00 5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.286114783000000017e+01 1.260746179999999939e+00 2.564608129999999875e+00 2.317972399999999877e-01 3.443442549999999880e+00 1.000000000000000000e+00 -3.065499995000000055e+01
